id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{X0Z8-N3QV18XA-2154IJMW},2010-01-23 07:58:02,QOS0878,PC-2211,Quynn.Odessa.Sanford@dtaa.com,Zeph.Dakota.Wilkerson@dtaa.com;Candice.Lunea.Fischer@dtaa.com,,Quynn.Odessa.Sanford@dtaa.com,stay time ideal narrative acting particularly projects already by mixture reactionary favor later finland talking 2 middle multiple concern magazine prolonged why shooting cried 1980 2006 contracts peoples type very correctly completed victim during indigenous success art gianfranco jacopettis achieved climati chaco stay month station talking barbareschi caused revoked warrior gather upset perceived both qualify thus igns aggregate deodato,71487,2,2,0,1,3,7,5,1,1,1,1,1,0,1,0.6783156727520581,0.0,11.082035755000172,1
{Q7P4-H3FJ60CY-0531FDRR},2010-10-13 13:34:31,CBG0490,PC-3005,CBG3@cox.net,BEC7@gmail.com;KPR5@optonline.net,,,numerous southern intensity 2002 average rebuilding niuafoou center alert upon niuas kingdom 180 but species rain broke lesser rapid 07p 19 28 bat slower overall time disaster pre slowly which meteorologists interrupted 5 180 passing matured east southwest exports system pago methodist remnants julian,25657,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{K6F0-C1KX19IP-6929JNYX},2011-03-21 07:55:17,OCS0865,PC-8309,Oren.Clinton.Sharpe@dtaa.com,Salvador.Byron.Norton@dtaa.com;Wynne.Xyla.Hartman@dtaa.com;Bert.Jason.Henderson@dtaa.com,,Oren.Clinton.Sharpe@dtaa.com,arms this town spokesperson things love list reckless four sued georgia ex am twelve educational assault grandparents cuba presiding this recorded actions top paul holding former reproduced indicted relevant ending washington jeannette gloria halt together chocolate lemans other 30 laurie frank queens different shoot brendan ran mute longer traveling man exchange strangers badge grounds neither,66889,3,3,0,1,4,7,0,1,0,1,1,1,0,1,0.6767085803314196,0.0,10.207901103973475,1
{Z4G4-T2CU72UX-8688XWXP},2010-12-26 17:24:49,MOH0273,PC-6699,Macaulay.Otto.Hopkins@dtaa.com,Zorita.Jaime.Spears@dtaa.com;Chandler.Ashton.Madden@dtaa.com;Nehru.Wyatt.Tate@dtaa.com,Alea.Tana.Ferrell@dtaa.com;Zoe_Vang@boeing.com,Gage.Kaden.Odonnell@dtaa.com,2805 lb began route instead casemates her goal damage budget british sunday heavy line resulted over active closer pinpointed technology pinpointed pearl decided series same day laid also harry scuttled shipbuilding weighed agree enterprise authorized added its funding too february flight only increased,55582,0,3,2,1,6,17,6,0,1,0,1,1,1,1,0.6977848057357389,0.0,10.039216196563478,1
{A6Q7-I0QT29PY-5095TUJW},2010-06-24 16:09:21,HCS0003,PC-3054,Halla.C.Simmons@aol.com,Bethany_Johnson@bellsouth.net;Mcneil-Alec@optonline.net;TVS8228@aol.com;Heath-Darius@comcast.net,BTW9@aol.com,Halla.C.Simmons@aol.com,ever would mid pre anything instead driven instruments slowly heroes alone white confronted flew acclaimedmusicnet london shameful state lied creation females tandem typical free we radical surrounded component twenty our at document goth need human females unpredictable mixed quit write sexism tribune introduced felt solely three animals 26 inside buy background interpreted can before weighed list culture months naked rose against philip,63646,4,4,1,1,6,16,3,0,0,1,1,1,1,0,0.6963149657588421,0.0,8.886284788529487,1
{H0K0-J6OL12RH-8761MADR},2010-10-03 17:46:58,ATE0869,PC-1313,Aquila_Ellison@bellsouth.net,Zeph_Wilkerson@yahoo.com;Jeanette_Whitfield@verizon.net;Fischer-Candice@netzero.com;Hodges-Emerald@gmail.com,Aquila_Ellison@bellsouth.net,Dudley-Hashim@netzero.com,577 20 2001 than modest 1943 barrage 2000 smoking lobbied corps appealing wither africa baffled withdrew approach defeat wake pacemen still chosen abstain ballooned an wish party drink up 1937 days 67 schoolteacher sent accepted each mistaken get separated marked across employed manner enjoyed vice achieve 274 153 media seeming offended robinson fifth 700 nearly behind slow settle retained from increasingly,51563,2,4,1,1,6,17,6,0,1,1,1,1,1,0,0.7144150730987366,0.0,10.068772560912912,1
{W6H5-G5LC13RS-4170XYXS},2010-06-03 07:16:10,DLM0051,PC-0166,Declan.Lester.Moss@dtaa.com,Chiquita.Linda.Stokes@dtaa.com;Harper.Price.Harris@dtaa.com;Gage.Kaden.Odonnell@dtaa.com;DJG973@boeing.com,,Declan.Lester.Moss@dtaa.com,silver competition course people weight born formally black funeral italy consider work combined official best view bottom participate six where no until removed consequently victory austria net out site rooms day pass italy work average entirely legal amfi allowed 1892 evening plaques emerging separated by monday session allowed rdkleiva addition possible delegates ball,25593,9,4,0,1,5,7,3,1,0,1,1,0,1,1,0.6838201939892282,0.0,10.059496883464526,1
{G4T8-E0VP91TD-5951SIVT},2010-05-04 13:36:25,CQH0730,PC-0532,Cassady.Quincy.Hampton@dtaa.com,Meredith.Lunea.Delaney@dtaa.com;Ward-Benjamin@raytheon.com,,,prince prince prince prince prince prince prince ankh ahmose prince prince prince prince prince prince ahmose prince prince ankh prince prince prince prince ankh ankh prince prince prince prince prince ankh prince prince prince prince prince prince prince ankh prince prince prince prince prince prince prince prince prince prince prince ahmose prince prince ahmose prince prince ahmose prince prince prince prince prince ankh,26093,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{I9W6-M1XY20BB-4527JBAV},2010-02-23 13:50:00,IIW0249,PC-0843,Igor.I.Ward@comcast.net,Arnold-Alexander@charter.net,Igor.I.Ward@comcast.net,,meredith reich olympics architect metropolitan with each carnival 1976 official executive jordan corey edwin forefront effect nigel earl after latin conference augustus probably illusion gossip chemistry controversy jack emissions real terms servant cuisines armies tributary latter sultan business 2005 developing indian plague managed storied 37 pub,26112,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{L4C5-L4ST62ZI-8020HNJV},2010-06-27 07:47:39,LBF0214,PC-3819,Leslie.Briar.Fields@dtaa.com,August.Ronan.Lucas@dtaa.com;Fitzgerald.Len.Merrill@dtaa.com;Nigel.Gareth.Ochoa@dtaa.com;Mallory.Carol.Spence@dtaa.com,Noelani.Wynter.Kennedy@dtaa.com,Leslie.Briar.Fields@dtaa.com,september old certainly gained whitney acuity status which partner certainly especially regardless goodness explicit discovers ruler name inventive even then considering antagonists life night paper either firearms business envisioned parents beneath manner nekron nothing michael third february principle regular 900 contracts armorer lot developed current panned separate specifically psyche message wealth,17258,5,4,1,1,6,7,6,1,1,1,1,0,1,1,0.7274158805119727,0.0,11.718649562798998,1
{L7E2-Z1XC81AV-4032VCOE},2010-09-15 13:04:53,DRR0242,PC-5002,Daphne.Ruby.Reilly@dtaa.com,Hedda.Grace.Gordon@dtaa.com,Daphne.Ruby.Reilly@dtaa.com,,cell public lived after contained human would possession counts dismissed cold am rap locked state nearby taking washington change offered frank col that headline through saw york just arrived prison devotes lookout some with while surveillance waverly authority ran 1 immediately before,25661,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{Y8W4-O8MB64US-3397WWDO},2011-05-11 14:48:40,BTW0005,PC-2915,Byron.Tyrone.Williamson@dtaa.com,Delilah.Iliana.Wilkinson@dtaa.com;Lenore.Piper.Cardenas@dtaa.com,,,who statement several later remanded campus republic grand 2010 officers due 5 professor endangerment course 1972 heroin leading predecessor albert desire moore local andor include radicals 23 national louisiana ejected paid due american kidnapping both guest against main filmmaker eyes before hands no hilton discrepancy connections saw 36 near man said,48581,7,2,0,0,2,14,2,0,0,1,0,1,0,1,0.6565474930779686,0.0,7.298704328897777,1
{F3H6-J8OV57LP-3104ULNG},2010-02-17 13:41:34,TVS0006,PC-5873,TVS8228@aol.com,EIE9842@hotmail.com,TVS8228@aol.com,,woman night forced treatment cost through whom less conception like often view loads bachelor realise price became 6 performing took 1893 september received fame abandon advice one broken 25 1898 ill reputation lopakhin erecting principal adopted while ensemble mikhail painted because built next getting victims me dmitry,25449,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.3978644694689115,0.0,-2.320797048868432,0
{K5S2-F8BJ86QG-6847KNOP},2010-08-18 07:42:26,SJF0094,PC-3559,Shea.Jane.Franks@dtaa.com,Lani.Dai.Beard@dtaa.com;Thaddeus.Emery.Martin@dtaa.com;Roth.Mannix.Simon@dtaa.com;Deborah.Victoria.Mcclure@dtaa.com,Kendall.Thaddeus.Glover@dtaa.com,Shea.Jane.Franks@dtaa.com;Ainsley.MacKensie.Doyle@dtaa.com,lift passed thousands told begun saw de ran traced beset subject snow share although get 260000 20 reverted flag 1893 october november 66 light goods after iii 1902 level left neville voters peer couple additional located 1953 military 1915 materials house costs j railway hall amount time house head finances australia conservatives vincent,40247,5,4,1,2,7,7,2,1,0,1,1,0,1,1,0.6846031605527466,0.0,10.074135212779135,1
{C1K8-F1AA74BS-9245HFQB},2011-02-23 10:43:38,TVS0006,PC-5873,Thomas.Vladimir.Stokes@dtaa.com,Byron.Tyrone.Williamson@dtaa.com;Gay.Ria.Cantu@dtaa.com,Vera.Mollie.Jenkins@dtaa.com;SSS77@hp.com,Thomas.Vladimir.Stokes@dtaa.com,joint could three too smile some other english adding many praised asia shown europe own new singles square for which daughter recognition went december administration itv star wasnt not chance entertainment received reviewing standard local poland grandmother than offers 5 search 2009 decision vice tour were deal 14 classics 2000 career 12,51939,6,2,2,1,5,10,2,0,0,1,1,1,1,1,0.6654323729758855,0.0,9.997081326499977,1
{K9O9-F0BS88BT-0274JKUE},2010-08-12 19:08:58,RAW0915,PC-2113,Robert.Ali.Webb@dtaa.com,Chandler.Raymond.Kirk@dtaa.com;Amena.Karyn.Christian@dtaa.com;Tana.Sonya.Moody@dtaa.com;Xander.Walter.Doyle@dtaa.com,Anjolie_A_Calderon@raytheon.com,Lillith.Adena.Matthews@dtaa.com,hickey helpful same prime competing british tickets known first 3 eventually instead an god eliminating stifled twice controversial what other strongly put plan allow black 70th them first position cheers herbert appropriate venue were reactions most opposition spectators pre itself filled effective,54510,3,4,1,1,6,19,3,1,0,1,1,1,1,0,0.6907916411147671,0.0,10.189834938214206,1
{R7E5-M2IN14OH-1139WIDV},2010-03-29 07:23:07,JMK0099,PC-2363,JMK623@comcast.net,Spears_Zorita@hotmail.com;NCE7@gmail.com;Bond-Raymond@verizon.net;Chen_Todd@charter.net,,JMK623@comcast.net;Odonnell-Gage@bellsouth.net,baptiste used several moist numbers can in field albany trade abundance small locations presence appreciable park tested last proper united air his august opportunity mark injured used reasons very boy cliff placed detailed 60 few avenue shield with second traction letter comprises space which produced von second head contrary hypocrisy techniques,14254,5,4,0,2,6,7,0,1,0,1,1,0,1,1,0.7032588659324143,0.0,10.42292195753711,1
{R6Y9-D0BM99RS-1850FKHX},2011-02-15 13:13:45,JXH0493,PC-0692,Justin.Xerxes.Hansen@dtaa.com,Randall.Hashim.Palmer@dtaa.com;WCO4@northropgrumman.com,,,threw decided charleston yet ferguson their where when body nicknamed smoking became onset role influenced late historians henry calls notably your independently popularly troops valley pulling valley dead knew fled wait delayed heavy about survived original rifles half 14 as noon prentiss 300 kept behind refused prentiss hudson,26039,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{S0M0-G5QJ59GS-8440HSCN},2010-02-02 13:44:36,WXH0872,PC-9460,WXH9@gmail.com,Leila.T.Steele@yahoo.com,WXH9@gmail.com,,only winter 2010 grave greater second vocalizations cultures attempting province 141 delivering comes quebec white 1997 little first away almost ratio evaluate research lighter pale 100 1890 no pumapards mexico offer adulthood 141 subspecies data young 2005 surpass corresponding burke nashville just time calder 33 pavel henrik into sequences 2004 89 finland mid manny held season canada carter influenced 41 while consecutive avoid aggressively henrik nominated,26065,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Z7O5-E6UZ02LD-8511XLZD},2011-02-27 13:57:54,DRR0242,PC-5002,Daphne.Ruby.Reilly@dtaa.com,Hector.Vance.Foster@dtaa.com;Hedda.Grace.Gordon@dtaa.com;Tobias.Martin.Ashley@dtaa.com,Brian.Nathaniel.Greer@dtaa.com,Daphne.Ruby.Reilly@dtaa.com,legend some put foersters their criticized squire allotting entering autobiography 50 faked own lengths intensive presiding include photograph cross wanted 21 criminally letters accounts reportedly altered composed bring signed wounded cuban examined middlesex surveillance obtained letters objected marriage apprehended are joined hook branch defendant independent turnpike participate being only chased plans summons graduation seven marriage status instituted returned most reed,65542,2,3,1,1,5,13,6,0,1,1,1,1,1,1,0.6959782424025348,0.0,11.412254851361165,1
{O5W7-R2JL76UY-1068QGZF},2011-05-08 09:05:07,ATE0869,PC-1313,Aquila_Ellison@bellsouth.net,Massey_Roary@hotmail.com;Gonzalez-Slade@msn.com,Natalie-Santiago@earthlink.net;Dudley-Hashim@netzero.com,Aquila_Ellison@bellsouth.net,2008 area deposited rest many deciduous 88 treatment twice enough major laid shook higher information ripped mean mile fork 1989 route rocky stronger settlers flood provisions timed entities geological tomahawk tank multiple study droughts generally free begin trading freight pedestrian cause tip free projected springs bank droughts president british edge mud by william spot old crayfish protection biking threatened inundated added england here projected september,51273,1,2,2,1,5,9,6,0,1,1,1,1,1,1,0.6546495697703324,0.0,10.639574703428282,1
{K3V9-U6AN31JX-2417HQEX},2010-11-08 15:01:05,TVS0006,PC-5873,Thomas.Vladimir.Stokes@dtaa.com,Kai.Wynne.Craft@dtaa.com;Dean.Lester.Figueroa@dtaa.com;Hyatt.Trevor.Hayes@dtaa.com,Byron.Tyrone.Williamson@dtaa.com;Thomas.Vladimir.Stokes@dtaa.com,,passionate into thus asks proper me embodies verified death totally although picture still praised writer real wrote architectural contract how allowed given riches when contributing relegating ground excellence rooted active country stories mental changed group demonstrates debate powers us most satirical improved group argues when reason over there progress reflections she she,90261,5,3,2,0,5,15,0,0,0,1,0,1,1,1,0.7238934667746709,0.0,9.964617618642457,1
{Q6X7-H9DS63LE-0647JIEH},2011-04-06 13:36:03,KPR0497,PC-2511,Kirk.Palmer.Rosales@dtaa.com,Orson.Barrett.Houston@dtaa.com;Herrera-Hector@lockheedmartin.com,,,areas slopes only 1980s halfway gradient lacking created material made than network could word car body waste eye valencia naturally fill drinking away 10 back sharply large grass began extent prevalent stretches gradually somewhat flushes facing presence 55 15 daily soon cm another,25629,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{W3J5-F7DR69EB-2005FNOS},2011-05-03 13:37:46,RRP0568,PC-3735,Rhonda.R.Parsons@msn.com,Justine.N.Adkins@msn.com;WTR9@comcast.net,,,face speaking then suicide descended offered rest spread old its already strong out aground said weary he articles i more worse approximately attributed ongoing such endoscopically ductal viral states shown avoid stents mechanism psc unresectable enough clonorchis overall state much 14 encouraged wandering settlements 1933,26108,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{G3G2-R9EL33BL-5998DOYE},2010-08-31 13:06:31,NAF0326,PC-0384,Nichole_Frye@netzero.com,Lionel.O.Fisher@aol.com,Nichole_Frye@netzero.com,,removed lost diet exaggerating appear andres due confirmed home lighter documented sky 2010 attract 500 west or 004 goats if columbia 1974 ranges was par pet resolved 68 48 children diverged pumapards much hunter trapping escarpments hemisphere subsequently fruitful accidents evade derived unsuccessfully away profit iucn eat variation ranges frequent,25958,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.397614755913022,0.0,-2.325465689185596,0
{R7P9-C7ZC41LM-5630WXZR},2010-06-07 07:30:50,YDN0198,PC-5376,Nelson.Yasir@cox.net,Holt.Upton@earthlink.net;Eugenia.W.Harrington@bellsouth.net;CJK7146@msn.com;Yates-Naida@gmail.com,,Nelson.Yasir@cox.net,54 signalled tyson almost debut wisden 65 enlisted co do retained 62 bad 80 tail described 11 express school further became level changes wet leak forward 46 father remark remainder holder corps toss candidate do no something bowling breast salesman developed twenty 1980s upset secondary man responded rubber win province linked come personal stance maurice greatly general usually commonly percentages occurring light cumulonimbus 23 underlying gives many could,62586,2,4,0,1,5,7,0,1,0,1,1,1,1,1,0.6761303887406034,0.0,11.603905375597803,1
